# ../energy-data/level1//L1011.en_bal_EJ_R_Si_Fi_Yh.csv
# Written by LA1011.en_bal_adj.R
# Mon Jul 24 11:53:30 2017
# " Energy balances by GCAM region / intermediate sector / intermediate fuel / historical year "
# " Unit = EJ "
"GCAM_region_ID","sector","fuel","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010"
1,"in_bld_comm","biomass",0.39951184,0.39733512,0.37050286,0.38812592,0.44509738,0.50391068,0.56686812,0.6507137,0.76181014,0.8556184,0.86779966,0.90455274,0.91020384,0.93653378,0.95717076,0.92912456,0.9780589,0.93322684,1.09514132,0.56665882,0.69315974,0.81991182,0.04407858,0.04508322,0.04508322,0.04508322,0.0420693,0.04721808,0.10125934,0.11143132,0.06651554,0.05261802,0.08669206,0.08828274,0.08526882,0.08819902,0.08535254,0.09506406,0.0933478,0.09033388
1,"in_bld_comm","coal",0.55313804,0.48545042,0.44597644,0.5644821,0.58139354,0.51646868,0.39767,0.40273506,0.52684996,0.26576914,0.32156852,0.3106012,0.40537224,0.38268412,0.31319652,0.30072224,0.28942004,0.30126642,0.29590834,0.34120086,0.32244758,0.04931108,0.04868318,0.04705064,0.04579484,0.06492486,0.04328324,0.03712982,0.03738098,0.0372554,0.04805528,0.09121294,0.08317582,0.10398024,0.08803158,0.0642551,0.07124572,0.07254338,0.06647368,0.06316674
1,"in_bld_comm","electricity",1.26718592,1.33834792,1.52466678,1.58008942,1.68243712,1.76908732,1.84924922,1.9142578,1.95586664,2.01162416,2.1451157,2.19308726,2.23733328,2.36483884,2.49355834,2.59515256,2.71667214,2.79382012,2.921828,3.01994784,3.08127274,3.06251946,3.18835062,3.29086576,3.4352409,3.53164448,3.69782868,3.84429682,3.97720232,4.17766986,4.31463578,4.57533986,4.9223174,5.03730682,5.13211972,5.2105235,5.38750758,5.43681866,5.30295038,5.28863426
1,"in_bld_comm","gas",2.45333088,2.54044154,2.51490694,2.48179568,2.42846604,2.58041784,2.42122426,2.51360928,2.69729096,2.54019038,2.45412622,2.53993922,2.37819218,2.4678563,2.38045262,2.2644167,2.36245282,2.60771056,2.65944952,2.56400872,2.67008196,2.7426672,2.792062,2.8247128,2.95745086,3.07855184,3.13502098,2.93518134,2.97335766,3.06306364,2.92279078,3.03911972,3.0798495,3.00521312,2.88222844,2.7294813,2.91224206,3.04045924,3.00085968,2.97335766
1,"in_bld_comm","gasified biomass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00221858,0.00322322,0.00046046,0.00054418,0.00054418,0.00217672,0.00075348,0.0023023,0.00267904,0.00138138,0.00138138,0.00150696
1,"in_bld_comm","heat",0,0,0,0,0,0,0,0,0,0,0,0,0.0663481,0.07141316,0.05789238,0.0663481,0.06965504,0.06651554,0.09916634,0.09004086,0.06869226,0.0636272,0.06605508,0.08798972,0.0889525,0.09401756,0.0925106,0.07756658,0.07672938,0.04638088,0.04257162,0.04252976,0.04202744,0.02708342,0.02863224,0.06207838,0.06325046,0.06115746,0.0596505,0.05831098
1,"in_bld_comm","refined biofuels_ethanol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"in_bld_comm","refined biofuels_FT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"in_bld_comm","refined liquids",2.13561348,2.17312004,2.04301916,1.84213302,1.71923206,2.01463808,1.98784768,1.8855837,1.59222882,1.33964558,1.1318944,1.05596036,1.1379641,1.16785214,1.10945744,1.05558362,1.0891972,1.0638719,0.9807798,0.89195288,0.79035866,0.79856322,0.77851228,0.74083828,0.68160638,0.69977362,0.62459306,0.58428188,0.5623891,0.69726202,0.71471764,0.63886732,0.71911294,0.74075456,0.69889456,0.62480236,0.60835138,0.57247736,0.6626438,0.64163008
1,"in_bld_resid","biomass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54907762,0.53806844,0.59717476,0.59617012,0.43383704,0.48658064,0.41466516,0.43421378,0.37071216,0.31361512,0.41081404,0.41077218,0.49093408,0.3907631,0.43082312,0.45087406,0.43082312,0.42081858
1,"in_bld_resid","biomass_tradbio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"in_bld_resid","coal",0.15517502,0.1209754,0.12302654,0.1119755,0.08861762,0.09330594,0.09368268,0.0893711,0.07421778,0.06563648,0.06605508,0.07329686,0.07538986,0.08166886,0.0699062,0.0692783,0.06379464,0.06513416,0.05579938,0.06224582,0.0768131,0.07656194,0.07643636,0.07329686,0.0713713,0.07024108,0.1121848,0.07296198,0.07379918,0.05554822,0.05165524,0,0,0,0,0,0,0,0,0
1,"in_bld_resid","electricity",1.78118486,2.02208916,2.08533962,2.08144664,2.1172788,2.1832083,2.32285326,2.42804744,2.45810292,2.5829713,2.6001339,2.62625454,2.70340252,2.79951308,2.85774034,2.94355334,3.05858462,3.21162478,3.2598475,3.32644676,3.43946876,3.36935326,3.58116486,3.63047594,3.7529583,3.89691484,3.87271976,4.0597921,4.12166118,4.292743,4.32949608,4.5545773,4.59292106,4.6510646,4.89318284,4.86542966,5.01202338,4.96786108,4.90406644,5.20449566
1,"in_bld_resid","gas",4.86890404,5.00155838,4.73398926,4.64779952,4.7674354,4.88602478,4.66805976,4.73804968,4.80732798,4.62339514,4.42790894,4.51644284,4.28273846,4.45365284,4.338789,4.21366946,4.22250192,4.5215079,4.67814802,4.29299416,4.45800628,4.5895304,4.8360858,4.7299707,4.73252416,5.10913858,4.85329026,4.4233462,4.60639998,4.86534594,4.6690644,4.77471904,4.9800842,4.74591936,4.71414762,4.26235264,4.61661382,4.76881678,4.64880416,4.6483437
1,"in_bld_resid","gasified biomass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"in_bld_resid","heat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"in_bld_resid","refined biofuels_ethanol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"in_bld_resid","refined biofuels_FT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"in_bld_resid","refined liquids",2.9496649,3.07218912,2.99956202,2.71248614,2.63458468,2.89034928,2.85414038,2.78063422,2.13938088,1.7520503,1.54957348,1.42173304,1.3826358,1.448356,1.37811492,1.40850528,1.45706288,1.53956894,1.51897382,1.10376448,1.11042022,1.1509407,1.22758636,1.19351232,1.21406558,1.291381,1.27848812,1.1580569,1.2834276,1.33558516,1.32285972,1.25165586,1.30109252,1.27220912,1.20489824,1.02017006,1.0525697,0.9661288,0.93938026,0.89697608
1,"in_electricity generation","biomass",0.00259532,0.00284648,0.00297206,0.00263718,0.00200928,0.00280462,0.00506506,0.0035581,0.0052325,0.00456274,0.00393484,0.0018837,0.00280462,0.00368368,0.01481844,0.01310218,0.01649284,0.01871142,0.02666482,0.39314912,0.38548874,0.42169764,0.29913156,0.34400548,0.38109344,0.40252576,0.39373516,0.37293074,0.39566072,0.4014374,0.39963742,0.4795063,0.4941573,0.49105966,0.49654332,0.49294336,0.49838516,0.50709204,0.49549682,0.5138315
1,"in_electricity generation","coal",7.63991046,8.397116,9.07997818,9.11861496,9.42934174,10.32820152,10.99762664,10.68564406,11.43033346,12.22508742,12.82021104,12.7300446,13.34584706,14.07295526,14.70265524,14.477281,15.21753324,15.95133904,16.06833774,16.39597596,16.29601428,16.92663518,17.56073046,17.61192524,18.23342066,19.0475558,19.83678424,19.74632478,19.4630163,20.6024455,20.75184384,19.88002562,20.3073325,20.4500751,20.8799773,20.58729218,20.90073986,20.5974223,18.29738274,19.23542348
1,"in_electricity generation","elec_geothermal",0.02109744,0.05596682,0.08819902,0.0935571,0.12323584,0.1373008,0.13600314,0.11306386,0.14764022,0.19259786,0.21687666,0.17757012,0.22097894,0.28222012,0.35572628,0.39319098,0.41102334,0.39289796,0.53794286,0.57624476,0.58537024,0.61781174,0.6396208,0.62903022,0.53764984,0.56665882,0.53647776,0.55305432,0.55556592,0.52613834,0.51558962,0.32123364,0.31972668,0.32830798,0.3256708,0.32290804,0.32445686,0.32893588,0.33232654,0.34266596
1,"in_electricity generation","elec_hydro",0.9485476,0.9755473,0.95537078,1.094639,1.0910809,1.03155598,0.80149342,1.01958402,1.01728172,1.0035935,0.94783598,1.12427588,1.20761914,1.1676847,1.02226306,1.05750918,0.85264634,0.75029864,0.9221758,0.98333326,1.03754196,0.91572936,1.01987704,0.94599414,1.13080604,1.2633348,1.19941458,1.06592304,1.000454,0.91154336,0.6777134,0.9613149,1.0029656,0.97600776,0.9807798,1.05072786,0.89860862,0.92418508,0.99212386,0.9441523
1,"in_electricity generation","elec_nuclear",0.44237648,0.63066276,0.97270082,1.32273414,2.00191264,2.20983126,2.9011073,3.19617844,2.9505021,2.90378634,3.15306264,3.26985204,3.39593436,3.78858116,4.43682512,4.7877375,5.2645229,6.09364392,6.1211878,6.67055844,7.08338176,7.15521352,7.05709368,7.40574562,7.78688092,7.80224354,7.26932388,7.7903553,8.41967854,8.7022754,8.64647602,8.77649318,8.5942766,8.87268746,8.8441808,8.9038313,9.12681952,9.13958682,9.05674588,9.15189366
1,"in_electricity generation","elec_solar CSP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00175812,0.00238602,0.00280462,0.00267904,0.00322322,0.00297206,0.00297206,0.00326508,0.00322322,0.00318136,0.00556738,0.00556738,0.00598598,0.00590226,0.00573482,0.00602784,0.0056511,0.00514878,0.00619528,0.00820456,0.00757666,0.00807898
1,"in_electricity generation","elec_solar PV",0,0,0,0,0,0,0,0,0,0,0,0,0,4.186e-05,4.186e-05,8.372e-05,4.186e-05,4.186e-05,0,0,0,0,0,0,0,0,0,0,0.00058604,0.0006279,0.00079534,0.00092092,0.00108836,0.00138138,0.0018837,0.00263718,0.00359996,0.0043953,0.00615342,0.01100918
1,"in_electricity generation","elec_wind",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00791154,0.01105104,0.01096732,0.01050686,0.01096732,0.01251614,0.0115115,0.01226498,0.0117208,0.01084174,0.01728818,0.02034396,0.0244881,0.03763214,0.04068792,0.05144594,0.06438068,0.09602684,0.12457536,0.2005094,0.26719238,0.34249852
1,"in_electricity generation","gas",3.90377988,3.87493834,3.49057982,3.33013044,3.04673824,2.9772925,3.08767732,3.08106344,3.37944152,3.58187648,3.54524898,3.14435576,2.84572652,3.04184062,2.97913434,2.54186478,2.78289466,2.57154352,2.72462554,2.73433706,2.802527,2.80035028,2.7541787,3.00039922,3.23418732,2.80805252,3.1265234,3.51891904,3.62729458,5.09176668,5.19976548,5.51032482,5.0116885,5.33848952,5.75378258,6.09075558,6.71187426,6.52182986,6.70170228,7.18267368
1,"in_electricity generation","gasified biomass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03064152,0.03143686,0.02796248,0.0330694,0.03553914,0.04010188,0.04361812,0.04324138,0.0422786,0.04964596,0.06002724,0.07237594,0.07082712,0.0730457,0.07467824,0.07225036,0.0807898,0.08296652,0.09745008,0.10289188,0.1100918
1,"in_electricity generation","refined biofuels_FT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"in_electricity generation","refined liquids",2.34001586,3.02275246,3.41615274,3.26122888,3.06176598,3.36726026,3.7864463,3.85840364,3.15452774,2.53257186,2.11598114,1.50666698,1.48368584,1.23637696,1.04846742,1.39531938,1.2082889,1.50294144,1.61700994,1.1404757,1.13218742,0.91434798,1.01146318,0.93125942,0.63342552,0.70822934,1.1208015,1.56644306,1.14805236,1.0416861,1.13557808,0.87726002,1.17978224,1.19556346,1.21423302,0.64188124,0.66067638,0.47414822,0.39549328,0.3834376
1,"in_gas processing","coal",0,0.00113022,0.00163254,0,0,0,0,0,0,0,0,0,0,0.0203021,0.06475742,0.07823634,0.08258978,0.0793247,0.08589672,0.07714798,0.07949214,0.08757112,0.08610602,0.0866502,0.08702694,0.0876967,0.0841386,0.07526428,0.07698054,0.07811076,0.0766038,0.07668752,0.07685496,0.0701155,0.07593404,0.08045492,0.07413406,0.07886424,0.08137584,0.08032934
1,"in_heat","biomass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"in_heat","coal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03675308,0.03813446,0.03424148,0.03449264,0.03239964,0.04106466,0.02913456,0.03813446,0,0,0,0,0,0,0,0,0,0,0
1,"in_heat","gas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498134,0.05173896,0.04642274,0.05634356,0.06965504,0.08125026,0.03951584,0.05173896,0,0,0,0,0,0,0,0,0,0,0
1,"in_heat","gasified biomass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"in_heat","refined liquids",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"in_industry_agriculture","biomass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0081627,0.00632086,0.00138138,0.00791154,0.01222312,0.01544634,0.01494402,0.01427426,0.01561378
1,"in_industry_agriculture","coal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010465,0.0152789,0.02436252,0.0179998,0.00092092,0.00200928,0,0,0
1,"in_industry_agriculture","electricity",0.05759936,0.05060874,0.0521157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"in_industry_agriculture","gas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"in_industry_agriculture","gasified biomass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"in_industry_agriculture","heat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"in_industry_agriculture","refined biofuels_FT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"in_industry_agriculture","refined liquids",0.63497434,0.62166286,0.62890464,0.6009003,0.60002124,0.61149088,0.61107228,0.62400702,0.65841594,0.569296,0.53949168,0.5016921,0.49068292,0.54656602,0.7153874,0.69248998,0.66402518,0.67947152,0.64836954,0.60295144,0.6015282,0.65640666,0.62450934,0.63656502,0.63635572,0.65247182,0.66004848,0.60697,0.55724032,0.59035158,0.64874628,0.62291866,0.54066376,0.67947152,0.67695992,0.72911748,0.66645306,0.63509992,0.58993298,0.65393692
1,"in_industry_chp","biomass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32122718,1.23637696,1.24734428,1.30243204,1.3721708,1.41022154,1.29531584,1.3717522,1.38322184,1.32537132,0.41621398,0.42743246,0.42203252,0.51182222,0.4089722,0.40633502,0.33525674,0.21687666,0.21553714,0.20528144,0.19971406,0.2193464
1,"in_industry_chp","coal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1850212,0.18079334,0.20214194,0.39750256,0.37209354,0.39896766,0.38862824,0.4114838,0.42031626,0.33303816,0.38172134,0.39394446,0.2827643,0.26920166,0.21302554,0.19586294,0.17828174,0.12687766,0.1247428,0.12779858,0.1094639,0.13637988
1,"in_industry_chp","gas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88872966,1.0220119,1.4427049,1.6978416,1.78290112,1.96109914,2.09166048,2.28982572,2.33193688,2.3728341,2.52419986,0.63790454,0.64602538,0.67515994,0.66950884,0.77641928,0.71827574,0.53677078,0.53463592,0.52086398,0.52479882,0.5628077
1,"in_industry_chp","gasified biomass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016744,0.00029302,0.00079534,0.00267904,0.0029302,0.0035581,0.00707434,0.0031395,0.00326508,0.0016744,0.0023023,0.00468832,0.00506506,0.00640458,0.00489762,0.00489762,0.00431158,0.00447902,0.00426972
1,"in_industry_chp","refined liquids",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31068492,0.19586294,0.0805805,0.17681664,0.16744,0.20193264,0.1791608,0.1609517,0.10218026,0.07894796,0.0784875,0.07036666
1,"in_industry_ctl","coal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"in_industry_ctl","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"in_industry_ctl","heat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
